sample_id,dataset,attack_class,origin,perturb,role,should_flag_novel,should_flag_adversarial,duration,n_pkts_total,n_bytes_total,src_pkts,dst_pkts,src_bytes,dst_bytes,rate,rate_src,rate_dst,pkt_size_min,pkt_size_max,pkt_size_mean,pkt_size_std,iat,protocol,conn_state,label_binary,label_family
UNS_adv_source_0,UNSW-NB15,Analysis,known,clean,adv_source,False,False,0.0786189075130069,-0.102435973747594,-0.0971408391989102,-0.1860411478064247,-0.1686897975941312,-0.229734662491429,0.1893195100523425,-0.1283046505529923,-0.2258233383791058,0.0576087054937416,0.0,0.0,-0.0022217797047708,0.0,0.1560111378507314,0.0,0.0,1,analysis
UNS_adv_source_1,UNSW-NB15,Analysis,known,clean,adv_source,False,False,0.7321204130635633,0.0752459204255246,-0.0373901941068135,0.0,0.0,-0.1315256846549196,0.2023126318249251,-0.2829111977702646,-0.3947315916005371,-0.1047580939418042,0.0,0.0,-0.0619931307357398,0.0,0.3429493047658096,0.0,0.0,1,analysis
UNS_adv_source_2,UNSW-NB15,Analysis,known,clean,adv_source,False,False,0.1446565627360626,-0.102435973747594,-0.1069847729524094,-0.1860411478064247,-0.1686897975941312,-0.2264801957241776,0.1535405863071249,-0.1539995848428876,-0.2505829053711613,0.0181194568293665,0.0,0.0,-0.0002268062357725,0.0,0.1863645731588612,0.0,0.0,1,analysis
UNS_adv_source_3,UNSW-NB15,Analysis,known,clean,adv_source,False,False,0.4411141542346427,0.0752459204255246,-0.0682864686842802,0.0,0.0,-0.147134671476689,0.1347134270638112,-0.2036891584441852,-0.3182205630865917,-0.069597631741607,0.0,0.0,-0.1186976849625695,0.0,0.2479340474968692,0.0,0.0,1,analysis
UNS_adv_source_4,UNSW-NB15,Analysis,known,clean,adv_source,False,False,0.0561186315872386,-0.102435973747594,-0.1001903028556803,-0.1860411478064247,-0.1686897975941312,-0.2152164931791361,0.1548519355837002,-0.1191198075534586,-0.2112988820171536,0.0481711080020134,0.0,0.0,0.0147927265535718,0.0,0.1455886889490726,0.0,0.0,1,analysis
UNS_adv_source_5,UNSW-NB15,Analysis,known,clean,adv_source,False,False,0.030460884564991,-0.102435973747594,-0.1129641102250484,-0.1860411478064247,-0.1686897975941312,-0.229734662491429,0.1408626020955271,-0.108350532481046,-0.2056451140211171,0.0504642526507036,0.0,0.0,-0.0204462767199946,0.0,0.1330608714372347,0.0,0.0,1,analysis
UNS_adv_source_6,UNSW-NB15,Analysis,known,clean,adv_source,False,False,0.0503645418646633,-0.102435973747594,-0.0938188846570533,-0.1860411478064247,-0.1686897975941312,-0.2168136642876756,0.1771281381337055,-0.1167327673189605,-0.2095325008771843,0.0613417063311354,0.0,0.0,0.0234172510797651,0.0,0.1428094159619378,0.0,0.0,1,analysis
UNS_adv_source_7,UNSW-NB15,Analysis,known,clean,adv_source,False,False,0.2691444467276703,-0.102435973747594,-0.0890917862201789,-0.1860411478064247,-0.1686897975941312,-0.1795271608383039,0.1270665223828726,-0.1981373457937031,-0.2785515890514132,-0.0325175473463473,0.0,0.0,0.0770454135722861,0.0,0.2381226084531268,0.0,0.0,1,analysis
UNS_adv_source_8,UNSW-NB15,Analysis,known,clean,adv_source,False,False,0.0748716378677704,-0.102435973747594,-0.1124177254197614,-0.1860411478064247,-0.1686897975941312,-0.2057152075602657,0.1009614748795914,-0.1267910990591132,-0.2155328140903845,0.0151794769256237,0.0,0.0,0.0096227211607595,0.0,0.154530099848257,0.0,0.0,1,analysis
UNS_adv_source_9,UNSW-NB15,Analysis,known,clean,adv_source,False,False,0.815691918943395,-0.102435973747594,-0.1124177254197614,-0.1860411478064247,-0.1686897975941312,-0.2057152075602657,0.1009614748795914,-0.3503308365134333,-0.4475792640436169,-0.1783085984217184,0.0,0.0,0.0096227211607595,0.0,0.4232335794547399,0.0,0.0,1,analysis
