flow_duration,Header_Length,Protocol Type,Duration,Rate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,SSH,TCP,UDP,DHCP,ARP,ICMP,IPv,Tot sum,Min,Max,Std,Tot size,IAT,Magnitue,Covariance,Variance,label_multiclass,label_binary
0.10648883661951267,0.1459245453661144,0.0,0.0,-0.3088722343984935,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.688134638736401,0.0,0.688134638736401,0.058268908123975775,3.4166500970741085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005380865863495001,0.0,0.037951792293886476,0.12450156706991224,0.055528745286416076,0.8156094290916496,0.0,0.0,0.0,DDoS-RSTFINFlood,1
11.074545041867086,3.4139587821427284,0.0,1.2018166353094708,0.7054681161582202,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,5.52480535211579,0.0,2.990719731730447,319.7753025074713,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3745215568624745,2.613770776601509,17.015201567688006,11.782696194964242,7.9516069763911394,-301.59821118832144,11.458531508373117,7.810218694909009,7.448027902452049,BenignTraffic,0
10.005334785095945,3.5442110163040645,1.6288918283450677,0.0,1.0730795905382553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,29.634727059736914,30.61461869346902,20.148782997694873,0.0,29.48046907103512,2.1141006322237206,30.75859664112244,0.0,0.0,Mirai-udpplain,1
0.0,0.0,0.0,0.0,-0.7012517669724829,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4857640793406848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11291706095711657,0.0,0.0,0.0,DDoS-SYN_Flood,1
0.0,-1.4513389403258232,-2.1606122929018636,0.0,0.23598674146941667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-3.1946884019211876,-3.2597145763975988,-2.1453568405302192,0.0,-3.13895514140087,0.015753492761926228,-3.1816908209099646,0.0,0.0,DDoS-ICMP_Flood,1
0.002066233334369437,0.01823435388894235,0.02689133735382879,-0.0023103591331841145,1.118037830440254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5101314021905402,0.0,3.0686799748200158,4.708257685990513,0.4801031182038222,-0.17541281414524962,0.3574293941865819,4.609811509513707,1.2109863674277355,DDoS-TCP_Flood,1
0.0,0.0,0.0,0.0,-0.08980965845013422,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7965595071159907,0.0,0.0,0.0,DDoS-RSTFINFlood,1
2.2527174296996457,0.1300454070985786,0.0,0.0,-0.4037750264324662,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.485764079340685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8587495491891393,0.0,0.0,0.0,DDoS-SynonymousIP_Flood,1
0.0,0.0,0.0,0.0,-0.5824357967747791,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7971605327774384,0.0,0.0,0.0,DDoS-RSTFINFlood,1
30.34414090395282,3.5250342104474046,0.33079369202396136,0.7118934431611965,0.6225269345257928,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.009950330853168083,3.7550149504000063,0.009950330853168083,4.855539723555893,352.7666539352073,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.47601441481633,12.345309178573716,25.758371281872844,14.030955058083629,24.920269934480352,0.9088106974086498,23.207158820032916,9.802131455439849,7.386793298476525,DDoS-SlowLoris,1
