dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label_multiclass,label_binary
3.109327516726047,113,7,4,2.1383175005656683,2.2474174710421755,0.9093597833386128,1.2162029481955232,-0.3315662007812561,-1.0,0.8849206349206349,-0.4915011242415201,0.6852541122331453,1.5,5.270248868157708,0.8071230070091269,0.4862930192447332,0.872944861135012,1.4114794719454256,1.0,0.835450483787424,0.9750782349027992,1.0,0.6669875315459604,0.2213532732887798,1.033117708940791,-0.8967419767144005,0.7486599369005413,0.0,0.0,-0.4,0.0,-0.32365668390976504,0.0,0.0,-0.2857142857142857,0.0,0.0,-0.6309297535714572,-0.3333333333333333,0.0,Exploits,1
0.5125788303230108,113,6,2,0.22946445519383787,0.0,0.26276242762349455,-0.10355692410079358,-0.5842512385454378,-1.0,0.8849206349206349,-0.40101543761432284,-0.04714117095731491,0.792481250360578,0.6309297535714575,0.9390868278406492,0.0,0.955546970803729,0.0,1.0,1.320858901505503,0.5812315099785683,1.0,3.0723605167797476,1.6211671668418806,4.452750455782772,1.499489945792001,-0.004994179198341338,0.0,0.0,-0.1,2.0,0.0,0.4425070493497599,0.0,0.14285714285714285,0.0,0.0,-0.2618595071429149,0.0,0.0,Normal,0
-0.008305829395579967,119,1,5,-0.34836848541674165,-0.45815690999132613,-0.6172090301216083,-0.7445687201666262,0.4383153396651112,0.0,-0.11507936507936507,0.479395323795663,-0.7475927608105515,0.0,0.0,-0.07850501908545554,-0.001722195177383939,-0.08835805347908927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43921392141013216,-0.8459607780457364,0.0,0.0,3.2,1.0,1.838005393597775,2.9554486440818204,7.0,4.857142857142857,0.0,0.0,1.8638903501140993,3.6666666666666665,0.0,Generic,1
1.4307172571725542,113,6,4,0.5377054001731342,0.5418430900086738,0.056958217202784864,0.1844361345610965,-0.6160764042102664,0.0,0.8849206349206349,-0.5947679226203965,0.08571739510844179,0.792481250360578,1.261859507142915,1.1061820402562004,1.1686689770037213,1.0331064232796832,1.0866569441110316,1.0,1.1733571343407032,0.5331258767105223,1.0,1.962518528208064,2.4533214568410617,1.6463442940381252,-0.31897941804229135,0.08511298928516586,0.0,0.0,-0.2,0.0,-0.32365668390976504,0.0,0.0,-0.14285714285714285,0.0,0.0,1.4182843521034598,-0.2222222222222222,0.0,Normal,0
0.07870822003364845,113,3,4,0.22946445519383787,0.45815690999132636,-0.20204045500411894,0.34663799638726434,-0.2840700688597921,-1.1614583333333333,0.0,-0.3154036209510304,0.5137666817405206,0.5,1.0,0.4904430063702525,0.49745765548842896,0.7269816255152168,0.5873406772738793,1.0,0.5251013884391498,0.5359862031425295,1.0,0.007765632916909392,0.013194239671625961,0.0030603180406919,-0.5680436705367541,0.38196958877936554,0.0,0.0,0.1,-1.0,0.0,0.0,0.0,-0.14285714285714285,0.0,0.0,0.36907024642854247,-0.1111111111111111,0.0,Normal,0
1.2157088658303294,113,6,4,0.5377054001731342,0.45815690999132636,0.004561481689690244,0.09828264867786968,-0.6031414362163801,0.0,0.8849206349206349,-0.5841233221728103,0.04517969242551706,0.792481250360578,0.6309297535714575,1.0513153233643904,1.1698076820622927,0.9981290148697811,1.0861139220768383,1.0,1.386971203623687,0.21828668473759286,1.0,1.7896839823921262,2.434406977687629,1.3215140879803964,-0.5680436705367541,0.0,0.0,0.0,0.0,0.0,0.0,0.4425070493497599,0.5,0.0,0.0,0.0,0.2031140135750122,-0.1111111111111111,0.0,Normal,0
-0.008307749981448684,90,6,5,-0.34836848541674165,-0.45815690999132613,-0.3913767846054552,-0.7445687201666262,0.45254724258694085,0.0,-0.11507936507936507,0.5565636493511029,-0.7475927608105515,0.0,0.0,-0.07874879450489872,-0.001722195177383939,-0.08835805347908927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5607860785898678,-0.8459607780457364,0.0,0.0,0.0,1.0,-0.32365668390976504,0.0,0.0,0.2857142857142857,0.0,0.0,-0.2618595071429149,0.1111111111111111,0.0,Analysis,1
-0.008313511750578272,119,1,5,-0.34836848541674165,-0.45815690999132613,-0.6172090301216083,-0.7445687201666262,0.5093385986249094,0.0,-0.11507936507936507,0.5461086388303764,-0.7475927608105515,0.0,0.0,-0.07948157445237129,-0.001722195177383939,-0.08835805347908927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43921392141013216,-0.8459607780457364,0.0,0.0,2.3,1.0,1.3846203144649547,2.26941239209809,7.0,3.5714285714285716,0.0,0.0,1.2618595071429144,2.6666666666666665,0.0,Generic,1
2.3459659903820205,113,6,4,1.097590688175416,0.8494457411744992,0.3538895998883702,0.31714844534487524,-0.6054205551560783,-1.0,0.8849206349206349,-0.5915960180671996,0.10713402340115658,1.5,2.095903274289385,1.064943699160027,1.1671155902670254,1.0095945425040769,1.8528428083838409,1.0,0.8618609895924707,2.055297633518547,1.0,0.8495040204810309,1.0316183699241255,0.7044993615359819,-0.5680436705367541,0.11352160673242392,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,0.0,-0.2618595071429149,-0.2222222222222222,0.0,Exploits,1
-0.008319273536993108,119,6,5,-0.34836848541674165,-0.45815690999132613,-0.7690725526017784,-0.7445687201666262,0.6200559375313737,0.0,-0.11507936507936507,0.6070351292324648,-0.7475927608105515,0.0,0.0,-0.08021654507559085,-0.001722195177383939,-0.08835805347908927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1090870498780045,-0.8459607780457364,0.0,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2618595071429149,0.3333333333333333,0.0,Normal,0
