duration,n_pkts_total,n_bytes_total,src_pkts,dst_pkts,src_bytes,dst_bytes,rate,rate_src,rate_dst,pkt_size_min,pkt_size_max,pkt_size_mean,pkt_size_std,iat,protocol,conn_state,label_multiclass,label_binary,label_family
-0.6553333251983973,-1.3110929282994186,-0.9763352963029837,-1.6329982705869572,-1.0922161958210381,-1.3242615238409998,-0.6086350262707629,1.0115988000960094,0.7657877610089382,0.827961718113747,0.0,0.0,-0.19092930690163576,0.0,-1.0250197994663934,0.0,-0.7453209211170995,Normal,0,benign
-0.6567909185240673,-1.7230419309240497,-1.42686872230048,-1.6329982705869572,-2.015742594047945,-0.9276128866454328,-2.6748848270027095,2.0276683361549592,2.1621014465539123,-1.8279148941509258,0.0,0.0,-0.12493654076505607,0.0,-1.026662714004611,0.0,-0.8009099181073703,Normal,0,benign
0.6110255075278702,0.07524592042552468,-0.08318219973104422,0.0,0.0,-0.08422182250905953,-0.019796470531833386,-0.25156211785372595,-0.3445487596553946,-0.1873180865585964,0.0,0.0,-0.055445561635939326,0.0,0.30499161281805737,0.0,0.0,Fuzzers,1,fuzzers
-0.3407911353414476,-0.10243597374759404,-0.02598661580066923,-0.1860411478064247,-0.16868979759413125,-0.1979024486873522,0.35212378168270997,0.10715259255737156,0.021035097903229515,0.33427377744539316,0.0,0.0,0.11898185075275794,0.0,-0.11213513829893663,0.0,0.0,DoS,1,dos
-0.4672845432345422,-0.37958894706998464,-0.38359394153808163,-0.689398077881705,-0.16868979759413125,-0.8178156463444233,0.32997769048835784,0.17587908663746238,-0.09206190386842796,0.4327063115940273,0.0,0.0,-0.4305151571716444,0.0,-0.1041576906136293,0.0,0.0,Normal,0,benign
-0.27694056249216437,-0.19667188312469627,-0.06550215438125478,-0.1860411478064247,-0.379952234002974,0.19352119374115082,-0.44638829600650876,0.028128354672280413,0.11495927504787204,-0.11109175240740964,0.0,0.0,0.6049098113846663,0.0,-0.07835134459915266,0.0,0.0,Fuzzers,1,fuzzers
-0.6544206745436446,-0.8063141426338163,-0.443272363203277,-1.0641131363744205,-0.662800874961527,-0.5037649748658448,-0.3963588968065478,1.099420227849817,1.0472435673130216,0.9178307310607913,0.0,0.0,0.4846410864131672,0.0,-0.9324886411471335,0.0,-0.7453209211170995,Normal,0,benign
-0.6567953332091162,-1.7230419309240497,-1.7410322323409115,-1.6329982705869572,-2.015742594047945,-1.4834565765210905,-2.6748848270027095,2.249582492268487,2.174877420374702,-1.8279148941509258,0.0,0.0,-1.1681091254135583,0.0,-1.027487853116857,0.0,-0.8009099181073703,Generic,1,generic
-0.6567982763398399,-1.9716692737003694,-2.0689755497972047,-2.0845478047393016,-2.015742594047945,-2.0636806248884874,-2.6748848270027095,-0.9285007789161114,-2.372642763138015,-1.8279148941509258,0.0,0.0,-1.4255268070513845,0.0,-1.0280393194890851,0.0,-0.8009099181073703,Normal,0,benign
0.7282770343489702,2.247850977023521,1.0978233602423133,2.347457220991979,1.972989485083444,1.3720883038972784,1.0762221232420797,0.2702103435117745,0.17272065528230945,0.3474916719014762,0.0,0.0,0.07757787972306548,0.0,-0.26482165815563097,0.0,0.0,Normal,0,benign
0.42689615564422323,-0.10243597374759404,-0.4138085451725412,-0.1860411478064247,-0.16868979759413125,-0.48657018712764555,-0.33589122473071187,-0.24782597998549624,-0.4418906721328811,-0.30457100093453826,0.0,0.0,-0.6812002939579518,0.0,0.2977746060862581,0.0,0.0,Fuzzers,1,fuzzers
