duration,n_pkts_total,n_bytes_total,src_pkts,dst_pkts,src_bytes,dst_bytes,rate,rate_src,rate_dst,pkt_size_min,pkt_size_max,pkt_size_mean,pkt_size_std,iat,protocol,conn_state,label_multiclass,label_binary,label_family
-1.4954774326627382,-1.4415057553718051,-1.5661933112990776,-0.8547556456757273,0.0,-1.6527647540214414,0.0,-0.10015161998721132,-0.040526129682614674,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,0.0,0.0,Normal,0,benign
0.1678812996751717,0.0,0.07013544402434434,-0.22483014339339577,1.0986122886681096,-0.18914682280018627,4.795790545596741,-0.09885310342466389,-0.44972931907318264,0.03890912615355506,0.06588855669112073,-0.8341162156357329,-0.57236118681707,-0.2669863806375626,0.0,-1.0,-1.3065713500137477,DoS,1,dos
0.7475653653954407,0.6068102004289732,0.048915457835922424,0.6299255022823318,0.0,0.19434071076789197,0.0,-0.1507464979920178,-0.09411597088022008,0.0,0.0,0.07963399240522011,-0.3057282287497735,0.649320507525155,0.0,0.0,0.0,DDoS,1,ddos
0.005229800609148444,1.869066370961402,1.201756304501531,1.544846823368551,0.0,1.5127773811655485,0.0,2.4351123523641025,2.644812762910627,0.0,2.776248221269695,0.16473020248948964,0.8045024497786479,-0.25488034436730483,0.0,0.0,0.0,DoS,1,dos
0.744726195479589,0.9169934143069459,0.33851621471662413,0.8547556456757273,0.0,0.5255401636245307,0.0,0.0709950434520949,0.14075155843318896,0.0,0.0,-0.2852517510866059,-0.3078884466096477,0.44719984515734906,0.0,0.0,0.0,DDoS,1,ddos
0.07279707859983671,0.0,-0.5358836503280104,0.19009117769282388,0.0,-0.4744598363754693,0.0,-0.014059093679789976,0.05066264268041147,0.0,2.706358008531181,0.15920941381491946,0.794559444439373,-0.229220132008804,0.0,0.0,0.0,DoS,1,dos
0.23106749693423453,0.42756061558959707,-0.1210160334322007,0.5000000000000001,0.0,0.0,0.0,0.19436357467459336,0.2714228883723075,0.0,0.0,0.08012745582099284,0.06969170401766181,0.7695504964262837,0.0,0.0,0.0,DoS,1,dos
1.6518915022409693,0.2271766281849193,-0.31361781635562724,0.3547556456757271,0.0,-0.2202673978152947,0.0,-0.7795471675667404,-0.7601384885006028,0.0,0.0,-0.86376692077995,-0.6096759255462858,-0.274325074151263,0.0,0.0,0.0,DDoS,1,ddos
-0.5359861968375454,0.7689611737250349,0.2009558713324623,0.7474574155078949,0.0,0.36822044196933584,0.0,1.8378888331413954,2.0122366046762017,0.0,0.8805422225604823,0.11165776756150436,0.44134046144370076,0.5183397853492319,0.0,0.0,0.0,DDoS,1,ddos
-2.2236018484250617,-1.4415057553718051,-2.11603507540802,-0.8547556456757273,0.0,-2.2815866307046857,0.0,1.010868748058833,1.136261075639561,0.0,1.334574299079775,-0.3784996656062946,0.06587627840353057,-0.274325074151263,0.0,0.0,0.0,DDoS,1,ddos
0.007790819520763319,0.0,-0.5358836503280104,0.19009117769282388,0.0,-0.4744598363754693,0.0,0.04770874915751407,0.11608683222891306,0.0,2.624591203417363,0.10202656200203883,0.7269830891239173,-0.26223909521920447,0.0,0.0,0.0,DoS,1,dos
-1.1084713534733652,-0.9520729566544559,-1.5338883780765302,-0.4999999999999999,0.0,-1.6158194907454704,0.0,0.2136608560060462,0.2918624720392516,0.0,0.0,-0.1217648763521273,-0.09319633490153616,0.6821606738921795,0.0,0.0,0.0,DDoS,1,ddos
0.059278536057372024,1.9482107585644104,1.2722293454414497,1.6022130611836223,0.0,1.5933732775708176,0.0,2.4390993036093236,2.6490357216866856,0.0,0.0,0.2475751524499097,0.396131845389547,0.8174342395095465,0.0,0.0,0.0,DoS,1,dos
-0.3213853623766322,1.296626986550999,0.6866678997910894,1.1299255022823314,0.0,0.9237008896176593,0.0,2.238218152314927,2.4362634130661145,0.0,2.330445031406979,0.23126840936680246,0.7919263984904158,0.016869081025772344,0.0,0.0,0.0,DDoS,1,ddos
0.4544060278511863,1.179249584839376,0.5796706984659329,1.0448468233685515,0.0,0.8013344465262084,0.0,0.6443491260004364,0.7480453289774212,0.0,1.6240744909556981,0.1332979165896788,0.35841792587831756,0.11800047249358124,0.0,0.0,0.0,DDoS,1,ddos
