sample_id,dataset,attack_class,origin,perturb,role,should_flag_novel,should_flag_adversarial,duration,n_pkts_total,n_bytes_total,src_pkts,dst_pkts,src_bytes,dst_bytes,rate,rate_src,rate_dst,pkt_size_min,pkt_size_max,pkt_size_mean,pkt_size_std,iat,protocol,conn_state,label_binary,label_family
CIC_adv_source_0,CICIoT2023,Backdoor_Malware,known,clean,adv_source,False,False,38.894336981050216,21.37412350145796,19.115732971703604,0.0,0.0,0.0,0.0,-0.733209368642714,0.0,0.0,0.0,25.924462884964708,14.473583453453076,15.619520482849069,320.10039987376405,0.0,0.0,1,backdoor_malware_ransomware
CIC_adv_source_1,CICIoT2023,Backdoor_Malware,known,clean,adv_source,False,False,5.740958016850258,44.05869411401464,-7.882680259572393,0.0,0.0,0.0,0.0,0.549879196910852,0.0,0.0,-2.081720017417545,1.1989763109439604,-0.1737597302845465,6.664002532881992,-314.8635554229245,-1.3222187527879383,-1.2174384949348769,1,backdoor_malware_ransomware
CIC_adv_source_2,CICIoT2023,Backdoor_Malware,known,clean,adv_source,False,False,39.23749422907862,17.533813927849963,1.9896064428583369,0.0,0.0,0.0,0.0,0.804075383815369,0.0,0.0,2.613770776601509,14.040251176228542,9.552642428335902,12.773900809225184,-314.8635553701111,-0.909224730127576,0.0,1,backdoor_malware_ransomware
CIC_adv_source_3,CICIoT2023,Backdoor_Malware,known,clean,adv_source,False,False,64.51765218021139,50.87632462273067,7.993248541939978,0.0,0.0,0.0,0.0,-0.7164755673340216,0.0,0.0,7.730856808173552,16.61793574878208,17.174173542028615,12.97099358159272,-314.86355526765306,0.0,0.0,1,backdoor_malware_ransomware
CIC_adv_source_4,CICIoT2023,Backdoor_Malware,known,clean,adv_source,False,False,50.73083621981896,47.31661984972267,12.683646165717692,0.0,0.0,0.0,0.0,0.1212514640200091,0.0,0.0,-2.081720017417545,34.475240365773445,19.729100514004507,19.421764724589195,-314.86355534306057,-1.3222187527879383,-1.2174384949348769,1,backdoor_malware_ransomware
CIC_adv_source_5,CICIoT2023,Backdoor_Malware,known,clean,adv_source,False,False,58.94394893621212,48.44009342940471,25.20503593031157,0.0,0.0,0.0,0.0,0.3039438737339781,0.0,0.0,1.371262549261819,28.05065420413193,20.653326391424887,17.05749065264002,320.10085630204696,0.0,-1.2174384949348769,1,backdoor_malware_ransomware
CIC_adv_source_6,CICIoT2023,Backdoor_Malware,known,clean,adv_source,False,False,48.55644237952158,16.686620175723395,16.855875929887407,0.0,0.0,0.0,0.0,2.402048071575868,0.0,0.0,0.5656535892676726,26.01388233279261,12.158023062378948,15.614875454336811,320.1010445538368,0.0,0.0,1,backdoor_malware_ransomware
CIC_adv_source_7,CICIoT2023,Backdoor_Malware,known,clean,adv_source,False,False,62.06581851758644,39.72585450715788,13.502452347581547,0.0,0.0,0.0,0.0,0.1342336085563868,0.0,0.0,-2.081720017417545,16.61793574878208,8.58411110137098,13.886385004688035,320.1010665174858,0.0,0.0,1,backdoor_malware_ransomware
CIC_adv_source_8,CICIoT2023,Backdoor_Malware,known,clean,adv_source,False,False,43.47131219471421,15.594990346115733,4.437165753964059,0.0,0.0,0.0,0.0,-0.7763392578530159,0.0,0.0,8.192816736728608,17.94278026585611,12.62282639771534,12.76074544534515,-314.8635553535852,0.0,-1.2174384949348769,1,backdoor_malware_ransomware
CIC_adv_source_9,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,56.61533577412075,34.93069395268796,22.909596198905337,0.0,0.0,0.0,0.0,-0.7658799084192286,0.0,0.0,1.371262549261819,30.43871446512212,18.52908916287452,17.33571072292126,317.1312557720196,0.0,0.0,1,web_injection
CIC_adv_source_10,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,8.185263464869692,71.1621618961048,36.01751071724103,0.0,0.0,0.0,0.0,1.2954655196876912,0.0,0.0,35.01952586891234,44.14741957344929,46.37906899469272,20.5753679270351,-314.86355542328937,-1.3222187527879383,-1.2174384949348769,1,web_injection
CIC_adv_source_11,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,50.47505433973068,43.02068683458187,11.730059624454096,0.0,0.0,0.0,0.0,-0.7268706763158296,0.0,0.0,0.0,20.35557447285824,6.801650567071971,13.612856848477303,317.1312505474422,0.0,0.0,1,web_injection
CIC_adv_source_12,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,41.89494925767007,30.0103399694681,0.0045827877500348,0.0,0.0,0.0,0.0,0.3560413448316221,0.0,0.0,1.8823372164708445,15.4034546951457,8.347071131881249,13.301140486642268,-314.8635553827486,-1.3279730573646176,-1.2174384949348769,1,web_injection
CIC_adv_source_13,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,10.07211689405574,9.55423813266998,18.678898606925028,0.0,0.0,0.0,0.0,0.0357573149137653,0.0,0.0,-0.2430106401106991,30.43871446512212,14.118865953030957,16.946103466692513,317.13145390677784,-0.909224730127576,0.0,1,web_injection
CIC_adv_source_14,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,17.209016660591985,41.37974602521738,-4.377246676504851,0.0,0.0,0.0,0.0,0.5199896308976545,0.0,0.0,2.613770776601509,6.304441327866185,3.48429248622083,7.656150427510427,-314.8635553964154,-1.3222187527879383,-1.2174384949348769,1,web_injection
CIC_adv_source_15,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,38.07754092654493,34.2756104166075,-0.2032567812291055,0.0,0.0,0.0,0.0,-0.6890607842890273,0.0,0.0,3.456140153462346,11.710268083054771,8.512127461796846,10.955667335880191,-314.86355528374594,-1.3222187527879383,-1.2174384949348769,1,web_injection
CIC_adv_source_16,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,11.506331547096996,30.97482623522237,15.511183234581832,0.0,0.0,0.0,0.0,0.528595814043115,0.0,0.0,5.702755116228344,37.61323437269898,25.81820789581655,20.359364494688684,-314.8635554161219,-1.3222187527879383,-1.2174384949348769,1,web_injection
CIC_adv_source_17,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,6.617376195456908,46.38041582106636,25.9371106549365,0.0,0.0,0.0,0.0,0.603861529123202,0.0,0.0,2.613770776601509,38.24271985333274,17.0108674426359,19.65598659222868,317.13144549970053,-1.3222187527879383,-1.2174384949348769,1,web_injection
CIC_adv_source_18,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,36.70743582250911,45.78981198226844,2.93222331188891,0.0,0.0,0.0,0.0,-0.3639192086400398,0.0,0.0,1.371262549261819,20.58559590974809,10.533202149203335,15.030606522468576,-314.8635554081492,-1.3222187527879383,-1.2174384949348769,1,web_injection
CIC_adv_source_19,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,27.71482495162024,14.394505717467982,8.534959709036707,0.0,0.0,0.0,0.0,0.7246477797475092,0.0,0.0,-2.081720017417545,15.667643209875148,3.111787196973035,11.996458069472492,317.1314736260616,-1.3222187527879383,0.0,1,web_injection
CIC_adv_source_20,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,47.00276148839441,52.95526203293196,8.517102362320903,0.0,0.0,0.0,0.0,-0.474775008216731,0.0,0.0,2.613770776601509,26.749386647902405,15.065832336989144,16.806129995392116,-314.86355523152224,-1.3222187527879383,-1.2174384949348769,1,web_injection
CIC_adv_source_21,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,37.14625539989414,69.01499647292052,50.49061230193598,0.0,0.0,0.0,0.0,0.7927608934871407,0.0,0.0,32.86918544770885,50.77173419069896,47.86733048325943,22.38027464942849,317.1310064263764,0.0,-1.2174384949348769,1,web_injection
CIC_adv_source_22,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,18.41174618734904,23.403972006895124,15.029724237552072,0.0,0.0,0.0,0.0,0.8651528221459766,0.0,0.0,0.4730398670811899,32.82154849100487,20.533680684814577,18.908973739613973,-314.8635553790604,-0.909224730127576,0.0,1,web_injection
CIC_adv_source_23,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,8.140052942935089,70.16088862666433,36.217929846696094,0.0,0.0,0.0,0.0,1.2639647501477969,0.0,0.0,43.666926707391255,44.14741957344929,46.5828240147311,19.2534277922247,-314.8635554266674,-1.3222187527879383,-1.2174384949348769,1,web_injection
CIC_adv_source_24,CICIoT2023,BrowserHijacking,known,clean,adv_source,False,False,42.81520773320036,12.762091835182344,13.799574686606944,0.0,0.0,0.0,0.0,-0.7097654951671369,0.0,0.0,-1.502818548114841,16.61793574878208,8.748079116667105,13.638224293989865,317.1309569649297,-0.909224730127576,0.0,1,web_injection
CIC_adv_source_25,CICIoT2023,CommandInjection,known,clean,adv_source,False,False,10.525278667671946,36.55202744668525,34.95508970846104,0.0,0.0,0.0,0.0,0.109808266579368,0.0,0.0,43.913985059352825,38.39660598450289,45.45579923954344,0.0,-314.8635554271261,-1.3222187527879383,-1.2174384949348769,1,web_injection
CIC_adv_source_26,CICIoT2023,CommandInjection,known,clean,adv_source,False,False,29.98867095642875,23.15739063331426,19.78333318665852,0.0,0.0,0.0,0.0,0.4626782324216817,0.0,0.0,3.96557635620042,39.34709308121533,19.598555231601605,20.47947075954319,-314.8635554108855,-1.3222187527879383,-1.2174384949348769,1,web_injection
CIC_adv_source_27,CICIoT2023,CommandInjection,known,clean,adv_source,False,False,35.00833048881681,9.62356043958337,5.660510336365032,0.0,0.0,0.0,0.0,-0.27714265897965,0.0,0.0,8.1147592909103,15.786744185446697,14.53453837415728,12.755587211665643,-314.86355531779907,-0.909224730127576,0.0,1,web_injection
CIC_adv_source_28,CICIoT2023,CommandInjection,known,clean,adv_source,False,False,1.5227524229398148,19.19251904913189,-1.9574617448624767,0.0,0.0,0.0,0.0,0.2730511230445886,0.0,0.0,2.1306640224993325,11.945282754827426,6.080814965347039,11.41197013902628,-314.8635554005343,0.0,0.0,1,web_injection
CIC_adv_source_29,CICIoT2023,CommandInjection,known,clean,adv_source,False,False,35.75751319032292,30.360589187848163,19.476931592170853,0.0,0.0,0.0,0.0,0.0387938201495019,0.0,0.0,0.0,29.070825289884556,14.191372832025106,17.138821661968567,320.1345124831614,-1.3222187527879383,-1.2174384949348769,1,web_injection
CIC_adv_source_30,CICIoT2023,CommandInjection,known,clean,adv_source,False,False,10.919357335345598,71.45232596001314,43.63919573878498,0.0,0.0,0.0,0.0,1.2123068028973103,0.0,0.0,2.613770776601509,38.39660598450289,40.01098417200665,21.328425734628112,320.1351696041584,-1.3279730573646176,-1.2174384949348769,1,web_injection
CIC_adv_source_31,CICIoT2023,CommandInjection,known,clean,adv_source,False,False,33.19140437794109,25.421406341882456,34.877957645628264,0.0,0.0,0.0,0.0,-0.1831034414115234,0.0,0.0,-1.0,53.414861240215735,31.267406701433607,23.5580153438609,320.1350229781932,-0.909224730127576,0.0,1,web_injection
CIC_adv_source_32,CICIoT2023,CommandInjection,known,clean,adv_source,False,False,2.379341831814866,42.66802569363687,-8.396592067909603,0.0,0.0,0.0,0.0,0.855281407532417,0.0,0.0,0.0,0.0,0.0,0.0,-314.86355542750084,-1.3222187527879383,-1.2174384949348769,1,web_injection
